KO	Pathways	Modules
K03228	ko03070	M00332,M00542,M00660
K03229	ko03070	M00332,M00542,M00660
K19054	ko00860	NA
K03222	ko03070	M00332,M00542,M00660
K03223	ko03070	M00332,M00660
K03220	NA	M00332
K00053	ko00290,ko00770	M00019,M00570
K03226	ko03070	M00332,M00542,M00660
K03227	ko03070	M00332,M00542,M00660
K03224	ko03070	M00332,M00542,M00660
K03225	ko03070	M00332,M00542,M00660
K09484	ko00400	NA
K09485	ko04141	NA
K09486	ko04141	NA
K09487	ko04918,ko05418,ko04657,ko04141,ko04915,ko04151,ko05215,ko05200,ko04626	NA
K09480	ko00561	NA
K09481	ko04145,ko05110,ko04141,ko03060	M00401
K09482	ko00970	NA
K09483	ko00400	NA
K13836	ko05144	NA
K09489	ko04530,ko04612	NA
K12880	ko03013,ko03040	M00406
K12881	ko03013,ko03040,ko05168,ko03015	M00430,M00406
K12882	ko03013,ko03040,ko03015	M00399
K12883	ko03013,ko03040,ko03015	M00399
K12884	ko03040	NA
K12885	ko03040	NA
K12886	ko05206,ko03040,ko05168,ko05203	NA
K12887	ko03040	NA
K12888	ko03040	NA
K12889	ko03040,ko04216	NA
K17614	ko04010	NA
K04536	ko05034,ko05032,ko04740,ko04151,ko04062,ko04014,ko04728,ko04744,ko04371,ko04011,ko04724,ko04725,ko04726,ko04727,ko05200,ko04713,ko04723	NA
K02403	ko02024,ko02026,ko02020,ko02040	NA
K08681	ko00750	NA
K08680	ko00130	M00116
K08683	ko05010,ko00280	NA
K08682	ko00770	NA
K08685	ko00680	NA
K08687	ko00330	NA
K08686	ko00364	NA
K11755	ko00340	M00026
K08688	ko00260,ko00330	NA
K08570	ko05146	NA
K11751	ko00240,ko00760,ko00230	NA
K20674	ko04624	NA
K11753	ko00740	M00125
K11752	ko02024,ko00740	M00125
K19508	ko02060	M00764
K19509	ko02060	M00764
K20675	ko04624	NA
K02407	ko02040	NA
K13939	ko00790	M00126
K13938	ko00790,ko00670	M00126
K13937	ko00030	M00004,M00006
K02406	ko05134,ko05132,ko02020,ko04621,ko02040,ko04626	NA
K19506	ko02060	M00764
K19507	ko02060	M00764
K07236	ko04122	NA
K06766	ko04514	NA
K06760	ko04514	NA
K12088	ko05120	M00564
K05391	ko04626	NA
K06642	ko03450,ko04110	M00297
K17850	NA	M00628
K12086	ko05120	M00564
K12087	ko05120	M00564
K16259	ko00680	NA
K16258	ko00680	NA
K06647	ko04111	NA
K16255	ko00680	NA
K16254	ko00680	NA
K16257	ko00680	NA
K16256	ko00680	NA
K06133	ko00770	NA
K20679	ko00523	NA
K04944	ko04911	NA
K04945	ko04970,ko04911,ko04974	NA
K04942	ko04911	NA
K04943	ko04911,ko04726,ko04976	NA
K04941	ko04911,ko04022,ko04270	NA
K05030	ko04972,ko04924	NA
K04948	ko04024,ko04022,ko04744	M00694
K04949	ko04740,ko04024	NA
K04532	ko05010	NA
K02889	ko03010	M00179,M00177
K10484	ko03460	NA
K02888	ko03010	M00178
K20328	ko02024	NA
K20329	ko02024	NA
K20321	ko02024	NA
K20322	ko02024	NA
K20323	ko02024	NA
K20324	ko02024	NA
K20325	ko02024	NA
K20326	ko02024	NA
K20327	ko02024	NA
K13735	ko05100	NA
K07419	ko00100	M00103
K07418	ko04913,ko00591,ko00590,ko04750,ko04212,ko04726	NA
K17512	ko04013	NA
K13042	ko00260	NA
K07415	ko00980,ko00982,ko00140,ko00591,ko00590,ko04932,ko05204	NA
K07414	ko00140,ko04726	NA
K07145	ko00860	NA
K07144	ko00680	NA
K07411	ko00830	NA
K07410	ko00980,ko00140,ko04913,ko05204,ko05206,ko00380	NA
K07413	ko00140,ko00591,ko00590,ko04750,ko00830,ko05204,ko04726	NA
K07412	ko00140,ko00830,ko00590,ko05204	NA
K10155	ko05133	NA
K10156	ko00909	NA
K10157	ko00515	NA
K10150	ko00270,ko00260,ko00920	M00035,M00338
K10623	ko00622	M00539
K10620	ko00622	M00539
K10621	ko00362,ko00622	M00539
K14028	ko00625,ko00010,ko00680	M00174
K10158	ko00534,ko00532	M00057
K10159	ko05140,ko05323,ko04145,ko05321,ko05162,ko05142,ko05146,ko04151,ko05168,ko05161,ko05145,ko04620,ko05205,ko05144,ko05152,ko05134	M00686
K10628	ko05340,ko04068	NA
K14029	ko00625,ko00010,ko00680	M00174
K18363	ko00360	NA
K01816	ko00630	NA
K01815	ko00040	NA
K01814	ko00340	M00026
K01813	ko00051	NA
K01812	ko00040	M00061,M00631
K18365	ko00362,ko00621,ko00622	M00569
K01810	ko00030,ko00500,ko00010,ko00520	M00001,M00114,M00004
K18369	ko00640	NA
K18368	ko00940	M00039
K01819	ko00052	NA
K01818	ko00051	NA
K15058	ko00627	NA
K15059	ko00627	NA
K15056	ko00627	NA
K15057	ko00627	NA
K15506	ko00940	NA
K15055	ko00627	NA
K15052	ko00720	M00376
K15053	ko04144	M00412
K05298	ko00710	M00166,M00165
K09319	ko04341	NA
K16056	ko05340,ko04024,ko04020,ko04924,ko04925,ko04611	NA
K05153	ko04672,ko04060	NA
K05150	ko04672,ko05340,ko04060	NA
K05151	ko04672,ko05340,ko04060,ko05166,ko04064	NA
K08300	ko03018	M00394
K05157	ko04060	NA
K08302	ko00052	NA
K05155	ko04060	NA
K14675	ko00561	M00098
K14674	ko00564,ko00565,ko00100,ko00561,ko00592,ko00591,ko00590	M00089,M00098
K19285	ko00740	NA
K14676	ko00564	NA
K19282	ko00630	M00012,M00740
K19281	ko00660,ko00630	M00740
K19280	ko00630	M00740
K01673	ko00910	NA
K01672	ko00910	NA
K01670	ko00626	NA
K01677	ko00720,ko00020,ko00620	M00009,M00173,M00374,M00011,M00620
K01676	ko00720,ko00020,ko00620	M00009,M00173,M00374,M00011
K01674	ko00910	NA
K01679	ko00720,ko00020,ko05200,ko00620,ko05211	M00009,M00376,M00173,M00011
K01678	ko00720,ko00020,ko00620	M00009,M00173,M00374,M00011,M00620
K13838	ko05144	NA
K18341	ko04152	NA
K04860	ko05414,ko05410,ko05412,ko04261,ko04260,ko04921,ko04010	NA
K06460	ko04640	NA
K02898	ko03010	M00177
K02899	ko03010	M00178
K02896	ko03010	M00179,M00177
K02897	ko03010	M00178
K02894	ko03010	M00177
K02895	ko03010	M00179,M00178
K02892	ko03010	M00179,M00178
K02893	ko03010	M00177
K02890	ko03010	M00179,M00178
K02891	ko03010	M00177
K14019	ko04141	NA
K14018	ko04141	NA
K08198	ko05231,ko04976	NA
K14011	ko04141	NA
K14010	ko04141	NA
K14013	ko04141	NA
K14012	ko04141	NA
K14015	ko04141	M00400,M00403
K14014	ko04141	NA
K14017	ko04141	NA
K14016	ko04141	M00400,M00403
K02096	ko00196	NA
K02097	ko00196	NA
K02094	ko00196	NA
K02095	ko00196	NA
K02092	ko00196	NA
K02093	ko00196	NA
K11219	ko04630,ko04658,ko04659,ko05145,ko05164,ko05160,ko05162,ko04621,ko04380,ko05169,ko05168	M00684
K02091	ko05224,ko05222,ko05223,ko05220,ko05162,ko04151,ko04110,ko05161,ko04115,ko05218,ko05206,ko05214,ko05200,ko05212,ko05203	M00692
K20527	ko02024	NA
K19627	ko04744	NA
K02098	ko04320	NA
K20531	ko02024	NA
K03411	ko02030	NA
K03410	ko02030	NA
K03413	ko02030,ko02020	M00506
K03412	ko02030,ko02020	M00506
K03415	ko02030,ko02020	M00506
K03414	ko02030	NA
K03417	ko00640	NA
K03416	ko00640	NA
K03419	ko00532	M00058
K03418	ko00630	NA
K02320	ko00240,ko03030,ko00230	M00261
K02321	ko00240,ko03030,ko00230	M00261
K02322	ko00240,ko03030,ko00230	M00264
K02323	ko00240,ko03030,ko00230	M00264
K02324	ko03030,ko03420,ko05166,ko00230,ko00240,ko03410	M00263
K02325	ko03030,ko03420,ko05166,ko00230,ko00240,ko03410	M00263
K02326	ko03030,ko03420,ko05166,ko00230,ko00240,ko03410	M00263
K02327	ko03440,ko03030,ko03420,ko00240,ko00230,ko05166,ko03430,ko03410	M00262
K02328	ko03440,ko03030,ko03420,ko00240,ko00230,ko05166,ko03430,ko03410	M00262
K02329	ko05224,ko04310,ko04916,ko04150,ko05166,ko04360,ko05217,ko05205,ko05206,ko04550,ko05200,ko04390	M00677
K16880	ko00365	NA
K16881	ko00520,ko00051	M00362,M00114
K16882	ko04911	NA
K13546	ko00524	NA
K13547	ko00524	NA
K13544	ko00860	NA
K13545	ko00860	NA
K13542	ko00860	M00121
K13543	ko00860	M00121
K13540	ko00860	NA
K13541	ko00860	NA
K13548	ko00524	NA
K13549	ko00524	NA
K12413	ko04111	M00692
K12412	ko04111,ko04011	NA
K12416	ko04113,ko04120,ko05166,ko04111	NA
K12415	ko02024,ko02020	NA
K12414	ko04113,ko04111	NA
K07310	ko00450	NA
K16084	ko00904	NA
K16085	ko00904	NA
K16086	ko00904	NA
K18346	ko02020	M00651
K16082	ko00904	NA
K16083	ko00904	NA
K17457	ko05205,ko04921,ko04270,ko04810,ko04510	NA
K05732	ko04670,ko04611,ko04810,ko04510	NA
K05733	ko04660,ko04810,ko04014,ko04360,ko04510,ko04012,ko05211	NA
K03939	ko05010,ko05012,ko05016,ko04932,ko00190,ko04723	M00143
K05731	ko04530,ko04024,ko04810,ko04062,ko04014,ko04015,ko05205	NA
K03425	ko03070,ko03060	M00336
K03934	ko05010,ko05012,ko05016,ko04932,ko00190,ko04723	M00143
K21345	NA	M00064
K21344	NA	M00064
K05132	ko04650,ko05142,ko04630,ko04658,ko04659,ko05321,ko05140,ko05132,ko05145,ko05168,ko05164,ko04060,ko04066,ko05162,ko04380,ko05152	NA
K11140	ko04614,ko00480,ko04640	NA
K11141	ko04614	NA
K11142	ko00480,ko00330	NA
K11143	ko05016	NA
K11146	ko00830	NA
K11147	ko00830,ko04146	NA
K11148	ko00830	NA
K11149	ko00830	NA
K05979	ko00680	M00358
K00331	ko00190	M00144
K00330	ko00190	M00144
K00333	ko00190	M00144
K00332	ko00190	M00144
K00335	ko00190	M00144
K00334	ko00190	M00144
K00337	ko00190	M00144
K00336	ko00190	M00144
K00339	ko00190	M00144
K00338	ko00190	M00144
K19774	ko04212	NA
K19773	ko04212	NA
K15586	ko02010	M00440
K19771	ko04212	NA
K19770	ko04212	NA
K10815	ko00460	NA
K10814	ko00460	NA
K10817	ko00522	M00774
K10816	ko00460	NA
K10811	ko00730	NA
K10810	ko00730	NA
K03234	ko04921,ko04152	NA
K04608	ko04724,ko04080,ko04072	NA
K01899	ko00020,ko00640	M00009,M00011
K01233	ko00520	NA
K08539	ko04978,ko05152,ko04961	NA
K19704	ko04011	NA
K01896	ko00650	NA
K05813	ko02010	M00198
K08532	ko04659,ko05321,ko04710	NA
K08530	ko05016,ko04152,ko03320,ko05216,ko04211,ko04380,ko05200,ko05202	NA
K08537	ko04976	NA
K01895	ko00720,ko00010,ko00680,ko00620,ko00640	M00357
K05815	ko02010	M00198
K05814	ko02010	M00198
K15588	ko00310	NA
K01236	ko00500	M00565
K14983	ko02024,ko02020	M00521
K14982	ko02024,ko02020	M00521
K19368	ko04144	NA
K14249	ko00253	M00778
K14244	ko00253	NA
K04421	ko04912,ko05166,ko04722,ko04010	M00690,M00689,M00688
K19366	ko04144	NA
K19367	ko04144	NA
K14242	ko05202	NA
K19363	ko04142	NA
K11434	ko04922,ko04068	NA
K04417	ko04013	M00689,M00688
K06354	ko02024	NA
K04422	ko04010	NA
K10439	ko02010,ko02030	M00212
K10438	ko00643	NA
K01318	ko02024	NA
K01319	ko04614,ko04080,ko05146,ko04142,ko05322	NA
K04148	ko04080	NA
K04149	ko04080,ko04750,ko04020	NA
K04146	ko04080,ko04728	NA
K11430	ko00310,ko05206	NA
K04144	ko05012,ko05032,ko05031,ko05030,ko04024,ko04020,ko04080,ko05034,ko04728,ko04540	NA
K04145	ko05012,ko05034,ko05030,ko04024,ko04080,ko04015,ko04728,ko04540	NA
K04142	ko04970,ko04923,ko04144,ko04024,ko04022,ko04020,ko04261,ko04080,ko04924	NA
K04143	ko04970,ko04923,ko04144,ko04022,ko04020,ko04080,ko04924	NA
K04140	ko04080,ko04022	NA
K16423	ko00261	NA
K14988	ko02020	M00522
K02668	ko02020	M00501
K02667	ko02020	M00501
K11433	ko00310	NA
K02661	ko02020	NA
K02660	ko02025,ko02020	NA
K04428	ko04912,ko04013,ko04010,ko04624	M00689,M00688
K00808	ko00960	NA
K00807	ko00590	NA
K00806	ko00900	NA
K00805	ko00900	NA
K00804	ko00900	M00367
K00803	ko04146,ko00565	NA
K00802	ko00480,ko00270,ko00410,ko00330	NA
K00801	ko00100,ko00909	NA
K00800	ko00400	M00022
K12803	ko04621	NA
K04578	ko04080,ko04730	NA
K10437	ko00360,ko00643	NA
K16359	ko04514,ko04360	NA
K04498	ko05169,ko04066,ko04068,ko04630,ko05164,ko04024,ko05215,ko05211,ko04919,ko05016,ko05152,ko04916,ko04110,ko04310,ko04720,ko04922,ko04350,ko05166,ko05161,ko04520,ko05206,ko04330,ko05200,ko05168,ko05203	NA
K04499	ko04310	NA
K04368	ko04915,ko05020,ko05216,ko05210,ko04660,ko04062,ko05034,ko04066,ko04380,ko04068,ko04650,ko04320,ko05200,ko04024,ko04140,ko04022,ko04725,ko05205,ko05220,ko05219,ko05218,ko04540,ko05230,ko05215,ko05214,ko05213,ko05212,ko05211,ko04730,ko04919,ko04910,ko04912,ko04510,ko04917,ko04916,ko04810,ko04914,ko04071,ko04072,ko04015,ko04012,ko04013,ko04010,ko04114,ko05206,ko05223,ko05224,ko04668,ko04662,ko05221,ko04664,ko04666,ko04014,ko04151,ko04150,ko05164,ko05231,ko04921,ko05161,ko04722,ko04371,ko04370,ko04210,ko04620,ko04726,ko04550,ko04720,ko04270,ko04626	M00687
K04369	ko05020,ko05216,ko04660,ko04066,ko04068,ko04650,ko05200,ko04024,ko04140,ko04022,ko05219,ko05218,ko04540,ko05230,ko05215,ko05214,ko05213,ko05211,ko04730,ko04919,ko04910,ko04912,ko04662,ko04917,ko04916,ko04810,ko04071,ko04072,ko04015,ko04012,ko04915,ko04010,ko05205,ko05224,ko05223,ko05220,ko05221,ko04664,ko04014,ko04151,ko04150,ko05164,ko05231,ko04921,ko05161,ko04722,ko04371,ko04370,ko04210,ko04620,ko05206,ko04550,ko04720,ko04270	M00687
K10923	ko05111	NA
K17070	ko00625	NA
K04362	ko05224,ko05218,ko04151,ko04014,ko04015,ko04810,ko04010,ko05205,ko05230,ko05215,ko04550,ko05200,ko04520	NA
K04363	ko04060,ko04144,ko05218,ko04072,ko04151,ko04020,ko05231,ko04014,ko04015,ko04810,ko04010,ko04510,ko04540,ko05230,ko05206,ko05214,ko05200,ko05215,ko05166	NA
K04360	ko05034,ko04722,ko04010	NA
K04361	ko05120,ko04060,ko04066,ko04068,ko04144,ko04020,ko05219,ko05218,ko04320,ko05230,ko05215,ko05214,ko05213,ko05212,ko04520,ko05231,ko04912,ko04915,ko04540,ko04072,ko04015,ko04012,ko04810,ko04010,ko05224,ko05223,ko04214,ko04014,ko04151,ko04921,ko05160,ko04510,ko05205,ko05206,ko05200,ko04013	NA
K04366	ko05160,ko05210,ko04660,ko04062,ko05034,ko04068,ko04650,ko05200,ko04630,ko04024,ko04140,ko04022,ko04360,ko05219,ko05218,ko04540,ko05230,ko05215,ko05214,ko05213,ko05212,ko05211,ko04730,ko04919,ko04910,ko04912,ko05152,ko04510,ko04917,ko04916,ko04810,ko04914,ko04071,ko04072,ko04015,ko04012,ko04915,ko04010,ko05206,ko05223,ko05224,ko05220,ko04662,ko05221,ko04664,ko04666,ko04014,ko04151,ko04150,ko05164,ko05231,ko04921,ko05161,ko04722,ko04371,ko04370,ko04210,ko05205,ko04726,ko04550,ko04720,ko04270	M00687
K04367	ko04914,ko04810,ko04010,ko04114	M00687
K04364	ko04660,ko04062,ko04380,ko04150,ko04650,ko04068,ko04630,ko04540,ko05215,ko05214,ko05213,ko05211,ko05231,ko05034,ko04912,ko04910,ko04917,ko04915,ko04320,ko04072,ko04012,ko04013,ko04010,ko05224,ko05223,ko05220,ko05221,ko04664,ko04014,ko04151,ko04662,ko05161,ko05160,ko04510,ko05205,ko05206,ko04550,ko05200,ko04722,ko05203	NA
K04365	ko05160,ko04062,ko04068,ko04650,ko04024,ko05219,ko05218,ko04320,ko05216,ko05215,ko05214,ko05213,ko05212,ko05211,ko04730,ko05034,ko04910,ko04810,ko04914,ko04015,ko04012,ko04013,ko04010,ko05223,ko05224,ko04214,ko05220,ko05221,ko04720,ko04150,ko04270,ko04510,ko05205,ko04726,ko05210,ko05200,ko04722	M00687
K05369	ko00860	NA
K05368	ko00740,ko00860	NA
K19945	ko04137	NA
K19946	ko04137	NA
K10744	ko03030	NA
K05361	ko00480,ko04216	NA
K05360	ko00480	NA
K05363	ko00550	NA
K05362	ko00550	NA
K05365	ko00550	NA
K05364	ko00550	NA
K05367	ko00550	NA
K05366	ko00550	NA
K10746	ko03430	NA
K10741	ko03440,ko03430,ko03460,ko03030,ko03420	M00288
K10740	ko03440,ko03430,ko03460,ko03030,ko03420	M00288
K18019	ko04010	NA
K10743	ko03030	NA
K03689	ko00195	M00162
K04514	ko04062,ko04350,ko04670,ko04024,ko05132,ko04022,ko04810,ko05131,ko04530,ko04921,ko04360,ko05130,ko04071,ko04510,ko05205,ko05206,ko05200,ko04611,ko04270	NA
K18014	ko00310	NA
K13041	ko02020	M00514
K10742	ko03030	NA
K18011	ko00310	NA
K18010	ko00860	NA
K18013	ko00310	NA
K18012	ko00310	NA
K18940	ko02020	M00717,M00716
K14506	ko04075	NA
K18063	NA	M00673
K05088	ko04013	NA
K14502	ko04075	NA
K19821	ko04610	NA
K13644	ko00564,ko00565,ko00440	M00092,M00090
K17636	ko04014	NA
K03204	ko03070	M00333
K03205	ko03070	M00333
K03754	ko03013	NA
K03752	ko00790	NA
K03201	ko03070	M00333
K03750	ko00790	NA
K03203	ko03070	M00333
K03209	ko05224,ko04310,ko05200,ko04916,ko04150,ko05166,ko05217,ko05205,ko04550,ko04391,ko04390	M00677
K05082	ko04060,ko04630	NA
K14508	ko04075	NA
K06088	ko04530,ko04670,ko04514,ko05160,ko05130	NA
K09468	ko04113,ko04213,ko04138,ko04011	NA
K09464	ko04138	NA
K09461	ko00627	NA
K17638	ko04014	NA
K17630	ko04014	NA
K17631	ko04014	NA
K17632	ko04014	NA
K17633	ko04014	NA
K17634	ko04014	NA
K17635	ko04014	NA
K04513	ko05100,ko04660,ko04062,ko05418,ko04350,ko04144,ko04670,ko04024,ko04022,ko04360,ko04611,ko04520,ko05210,ko04972,ko05152,ko05133,ko04810,ko04071,ko04072,ko04015,ko05130,ko04011,ko04310,ko04014,ko04150,ko04530,ko04921,ko04722,ko04510,ko04621,ko05205,ko05206,ko05200,ko04270,ko05203	NA
K17637	ko04014	NA
K19562	ko00780	M00123
K19563	ko00780	M00577,M00123,M00573
K19560	ko00780	M00572
K19561	ko00780	M00572
K19566	NA	M00784
K19567	NA	M00784
K06204	ko02026	NA
K19568	NA	M00784
K19569	NA	M00784
K13951	ko00980,ko00982,ko00830,ko00071,ko05204,ko00010,ko00350	NA
K13950	ko00790	NA
K13953	ko00980,ko00982,ko00830,ko00071,ko00625,ko00626,ko00010,ko00350	NA
K13952	ko00980,ko00982,ko00830,ko00071,ko05204,ko00010,ko00350	NA
K03039	ko05169,ko03050	M00341
K13954	ko00625,ko00010,ko00626,ko00071,ko00350	NA
K20528	ko02024	NA
K20758	ko00350	NA
K10699	ko04120	NA
K04615	ko05032,ko04742,ko04024,ko04915,ko04080,ko04727	NA
K10698	ko04120,ko05012	NA
K10920	ko05111	NA
K04960	ko05010,ko04750,ko04972,ko04022,ko04020,ko04724,ko04540,ko04713,ko04611,ko04730,ko04971,ko04970,ko04918,ko04371,ko04912,ko04911,ko05205,ko04915,ko04070,ko04210,ko04114,ko04742,ko04922,ko04921,ko04728,ko04924,ko04925,ko04621,ko04725,ko04726,ko04720,ko04270,ko04723	NA
K04961	ko04713,ko04921,ko04730,ko04371,ko04020	NA
K04962	ko04972,ko05414,ko04911,ko04024,ko05410,ko04020,ko04261,ko04260,ko04921,ko04371,ko04713,ko05412	NA
K04963	ko04970,ko05010,ko04020,ko04921,ko04371,ko04713	NA
K04964	ko04724,ko04726,ko04972,ko04360	NA
K04966	ko04360	NA
K04967	ko04360,ko04745	NA
K04968	ko04360	NA
K04969	ko04360,ko04022	NA
K05059	ko04060,ko04630	NA
K04612	ko04621	NA
K11779	ko00680	M00378
K11778	ko00900	NA
K05058	ko04060,ko04630,ko04550	NA
K12606	ko03018	NA
K12607	ko03018	NA
K12604	ko03018	NA
K12605	ko03018	NA
K12602	ko03018	M00392
K12603	ko03018	NA
K12600	ko03018	M00392
K12601	ko03018	M00392
K12608	ko03018	NA
K12609	ko03018	NA
K07437	ko00830	NA
K07436	ko05206,ko00100	NA
K07434	ko00140,ko04913	M00110
K07433	ko00140,ko04925	M00108,M00109
K07432	ko00513,ko00510	M00055
K07431	ko03320,ko00120	M00104
K07430	ko00140,ko00120	NA
K07439	ko00120	NA
K07438	ko05152,ko00100	M00103
K16270	ko00622	NA
K07122	ko02010	M00210
K11809	ko00500	NA
K11808	ko00230	M00048
K07127	ko00230	M00546
K10600	ko04120	NA
K10601	ko04120,ko04141	M00403
K10602	ko04120	NA
K10603	ko05340,ko04120	NA
K10604	ko04120	NA
K10605	ko03440,ko05224,ko03460,ko04151,ko05206,ko04120	M00295
K10606	ko04120,ko03460	M00413
K10607	ko04120	NA
K10608	ko04120	NA
K10609	ko04120,ko03420	M00386,M00385
K01870	ko00970	M00360,M00359
K01873	ko00970	M00360,M00359
K01872	ko00970	M00360,M00359
K01875	ko00970	M00360,M00359
K01874	ko00450,ko00970	M00360,M00359
K01876	ko00970	M00360,M00359
K01879	ko00970	M00360
K18384	ko00330	NA
K18387	ko00403	M00661
K18386	ko00403	M00661
K18381	NA	M00660
K18380	NA	M00660
K18383	ko00360	NA
K18382	ko00640	NA
K15078	ko03460	NA
K15079	ko03460	NA
K05055	ko04640,ko04630,ko04659,ko04151,ko04060,ko04066,ko04932	NA
K16350	ko04514	NA
K20966	ko05111	NA
K20967	ko00790	NA
K05054	ko04080	NA
K20965	ko05111	NA
K20962	ko05111	NA
K20963	ko05111	NA
K20960	ko05111	NA
K20961	ko05111	NA
K16351	ko04514,ko04360	NA
K20968	ko02025	NA
K08495	ko04130	NA
K08496	ko04130	NA
K08497	ko04130	NA
K08490	ko04130	NA
K08491	ko04140,ko04130	NA
K08492	ko04145,ko04130	NA
K08493	ko04130,ko04138	NA
K08498	ko04130	NA
K08499	ko04130	NA
K00477	ko04146	NA
K00474	ko00310	NA
K00475	ko00941	M00138
K00472	ko00330	NA
K00473	ko00310	NA
K00471	ko00310	NA
K05052	ko04080	NA
K04771	ko02020	M00728
K05658	ko02010,ko05206,ko04976	NA
K14657	NA	M00664
K14656	ko00740	NA
K14655	ko00740	NA
K14654	ko00740	NA
K14653	ko00740	NA
K14652	ko00740	M00125
K14651	ko03022,ko05202	NA
K14650	ko03022,ko05168	NA
K05174	ko05321,ko04060	NA
K05175	ko05033,ko05032,ko04742,ko04080,ko04727,ko04723	NA
K14659	NA	M00664
K05173	ko05321,ko04060,ko04668	NA
K14381	ko04137,ko04380,ko05418	NA
K14380	ko04380	NA
K14385	ko04918	NA
K14387	ko05231,ko04725	NA
K14386	ko04977	NA
K01699	ko00640	NA
K15923	ko00511	NA
K15920	ko00520	NA
K15921	ko00520	NA
K01695	ko00400,ko00260	M00023
K01694	ko00400,ko00260	M00023
K01697	ko00270,ko00260	M00035,M00338
K01696	ko00400,ko00260	M00023
K01691	ko04310	NA
K01690	ko00030	M00008
K01693	ko00340	M00026
K01692	ko00650,ko00410,ko00640,ko00310,ko00071,ko00360,ko00362,ko00281,ko00280,ko00930,ko00627,ko00380,ko00903	M00032,M00087
K14030	ko04214	NA
K14037	ko00904	NA
K14036	ko00904	NA
K14035	ko04212	NA
K14034	ko04214	NA
K14039	ko00904	NA
K14038	ko00904	NA
K08170	NA	M00702
K03087	ko02026,ko05111	NA
K02311	ko04210	NA
K13384	ko00950	NA
K13385	ko00950	NA
K13386	ko00950	NA
K13387	ko00950	NA
K13380	ko00190	M00144
K13381	ko00520	NA
K13382	ko00950	NA
K13383	ko00950	NA
K03433	ko03050	M00342,M00343
K03432	ko03050	M00342,M00343
K03927	ko00983	NA
K03430	ko00440	NA
K13388	ko00950	NA
K13389	ko00950	NA
K03922	ko00061	NA
K12383	ko04142	NA
K12382	ko04142	NA
K12381	ko04142	NA
K12380	ko04014,ko04013	NA
K12387	ko04142	NA
K12386	ko04142	NA
K12385	ko04142	NA
K12384	ko04142	NA
K12389	ko04142	NA
K12388	ko04722,ko04142	NA
K04451	ko04010,ko04211,ko04216,ko05418,ko05219,ko05218,ko05217,ko05216,ko05215,ko05214,ko05213,ko05212,ko05210,ko04919,ko05014,ko05016,ko04071,ko04110,ko04115,ko05230,ko04137,ko05223,ko05224,ko05222,ko04310,ko05220,ko05169,ko04151,ko05166,ko05161,ko04722,ko05162,ko04210,ko05205,ko05206,ko05160,ko05200,ko05168,ko05202,ko05203	NA
K02342	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K02343	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K02340	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K02341	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K02344	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K02345	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K03695	ko04213	NA
K03693	ko00550	NA
K03691	ko00514	NA
K16866	ko05205,ko05206	NA
K16867	ko05205	NA
K16865	ko05205,ko05206	NA
K16860	ko00564,ko00565	NA
K16713	ko02020	NA
K13560	ko00524	NA
K13561	ko00524	NA
K13562	ko00524	NA
K13563	ko00524	NA
K13564	ko00524	NA
K13565	ko00130	NA
K13566	ko00250	NA
K13567	ko04350,ko04060,ko04550	M00681
K13568	ko04350,ko04550	NA
K12161	ko04122	NA
K12160	ko03013,ko05418	M00427
K08555	ko04960	NA
K05216	ko04742,ko04080,ko04020	NA
K17820	ko04621	NA
K20813	ko03410	NA
K09695	ko02010	M00252
K09694	ko02010	M00252
K09697	ko02010,ko02020	M00253
K09696	ko02010,ko02020	M00253
K09691	ko02010	M00250
K09690	ko02010	M00250
K09693	ko02010	M00251
K09692	ko02010	M00251
K09699	ko00280,ko00640	M00036
K09698	ko00970	M00360
K07590	ko03010	M00178
K07593	ko04973,ko04950,ko04911,ko04917,ko04922,ko04931,ko04930,ko05230	NA
K07594	ko04911,ko04930,ko04950	NA
K07595	ko04930,ko04950	NA
K07596	ko05150	NA
K07597	ko05412	NA
K20917	ko04621	NA
K11128	ko03008	M00425
K11129	ko03008	M00425
K11121	ko04213,ko00760	NA
K05992	ko00500	NA
K08551	ko05224,ko04917,ko04915	NA
K11124	ko03015	NA
K11125	ko03015	NA
K10837	ko00450,ko00970	NA
K19718	ko04139	NA
K00319	ko00680	M00567
K00318	ko00330	NA
K00649	ko00564,ko04146	NA
K00648	ko00061	M00083,M00082
K10831	ko02010,ko00920	M00435
K02817	ko00500,ko02060	M00270
K00645	ko00061	M00082
K19710	ko00230	NA
K00647	ko00780,ko00061	M00083,M00572
K19712	ko00860	NA
K00317	ko00680	NA
K00640	ko00270,ko05111,ko00920	M00021
K00315	ko00260	NA
K00314	ko00260	NA
K02547	NA	M00625
K02812	ko02060,ko00051	M00278
K08550	ko04919,ko04917,ko05224,ko04915,ko04961,ko05205	NA
K02813	ko02060,ko00051	M00278
K05611	ko05012	NA
K04459	ko04010	NA
K19005	ko00561	NA
K05613	ko04724,ko05014	NA
K03363	ko05166,ko04113,ko04111,ko04110,ko04114,ko04120,ko05203	M00389
K16943	ko04210,ko04215	NA
